A	Name	RAJ2000	DEJ2000	logM*	Dmean
 	 	deg	deg	[Msun]	Mpc
-	----------	---------	---------	------	-------
 	UGC04549  	131.08945	+58.84197	 9.559	
 	UGC04550  	130.81680	+13.08596	 9.954	 37.717
 	UGC04551  	131.02470	+49.79385	10.247	
 	UGC04559  	131.03195	+30.11908	10.263	 38.425
 	UGC04621  	132.54922	+35.07647	10.233	 42.700
 	UGC04623  	133.29610	+76.48607	10.472	 43.217
 	UGC04628  	132.91927	+51.11873	 8.742	 20.100
 	UGC04659  	133.66828	+47.10532	 9.026	
 	UGC04701  	135.50456	+78.27761	 8.997	
 	UGC04704  	134.75123	+39.20998	 8.460	 10.940
 	UGC04714  	135.81334	+78.56322	 9.320	
 	UGC04722  	135.09827	+25.61155	 8.766	 26.225
 	UGC04725  	135.23026	+31.99313	 8.738	 38.783
 	UGC04753  	136.14110	+45.29239	 9.299	 37.450
 	UGC04777  	136.66856	+34.61920	 9.325	 33.550
 	UGC04787  	136.89592	+33.27553	 8.176	  7.800
 	UGC04797  	137.04457	+05.92776	 8.917	 19.600
 	NGC7814   	000.81202	+16.14534	10.766	 17.171
 	NGC7817   	000.99556	+20.75241	10.547	 25.346
 	PGC000143 	000.49260	-15.46093	      	  1.109
 	PGC002492 	010.43941	-16.86076	 9.060	
 	NGC6236   	251.14342	+70.78010	 9.620	 24.925
 	UGC09240  	216.18207	+44.52679	 7.731	  2.968
 	UGC09242  	216.33761	+39.53964	 8.947	 17.400
 	UGC09245  	216.36179	+56.32001	 8.843	 17.000
 	UGC09249  	216.74864	+08.68384	 8.691	 19.240
 	UGC09274  	217.01156	+21.30391	 9.179	
 	UGC09282  	217.17189	+21.34040	 8.477	
 	UGC09291  	217.15395	+38.99914	10.082	 44.025
 	UGC09299  	217.39425	-00.01801	 9.380	 30.833
 	UGC09310  	217.50443	+03.22138	 9.296	 30.200
 	UGC09345  	217.93383	+06.15811	 9.462	 59.200
 	UGC09356  	218.22303	+11.59499	 9.769	
 	UGC09364  	218.34013	+06.87772	 9.288	
 	UGC09380  	218.66340	+04.26256	 8.798	 25.100
 	UGC09389  	218.88858	+12.90805	 9.413	
 	UGC09392  	218.95180	+03.03911	 8.335	
 	UGC09394  	218.91615	+13.16990	 9.259	 28.167
 	UGC09448  	219.74639	+51.12049	 9.907	 46.667
 	UGC09469  	220.43481	-01.80673	 8.995	
 	UGC09470  	220.45261	+00.68702	 9.117	
 	UGC09482  	220.69552	+00.66169	 9.303	 45.867
 	UGC09569  	222.99950	+43.72057	 9.512	
 	UGC09601  	224.00667	-01.38815	 9.387	
 	UGC09661  	225.51476	+01.84129	 9.180	
 	UGC09663  	225.30708	+52.59556	 9.396	 38.200
 	UGC09665  	225.38560	+48.31982	10.224	 39.575
 	UGC09682  	226.12584	-00.85132	 8.999	
 	UGC09703  	226.35966	+46.56524	10.013	 46.350
 	UGC09730  	226.01168	+77.63514	 9.366	
 	UGC09746  	227.56880	+01.93500	 9.402	
 	PGC045824 	197.99261	-12.06428	 9.245	 32.000
 	PGC066242 	317.52126	-03.70167	 9.761	 40.350
 	PGC066559 	319.92854	-07.55205	 9.524	
 	PGC066738 	321.49940	-03.80978	 9.317	
 	PGC067871 	330.49728	-12.19044	 9.273	 36.000
 	PGC068030 	331.59661	-15.41634	 9.323	
 	PGC068061 	331.72995	-31.05305	 9.834	 33.500
 	PGC068771 	336.04800	-03.48348	 9.818	
 	PGC069114 	338.19454	-14.09684	 9.050	
 	PGC069224 	338.72605	-04.70189	 8.285	
 	PGC069293 	339.14580	-02.90674	 9.650	 22.900
 	PGC069339 	339.33755	-08.46084	 9.188	
 	PGC069404 	339.73797	-05.85324	10.757	
 	PGC069415 	339.78630	-04.75987	 8.214	 12.000
 	PGC069448 	340.06301	-02.42406	10.203	 39.883
 	PGC069691 	341.60161	-14.18025	 9.284	 35.733
 	PGC070657 	347.90250	-15.47630	 8.829	 31.667
 	PGC071479 	351.83795	-23.49945	 8.987	
 	PGC072006 	354.70347	-05.74660	 8.911	
 	PGC072252 	356.04379	-06.16959	 9.435	 27.686
 	PGC090540 	020.34869	-01.86272	 8.621	 40.575
 	PGC090553 	023.88143	+02.03158	 8.969	 46.550
 	PGC090694 	056.82579	-14.69709	 9.050	 33.650
 	PGC091215 	189.22904	+01.61509	 8.477	 28.275
 	PGC091228 	191.75271	+32.65164	 7.672	 18.775
 	PGC091408 	225.73095	-13.32949	 8.851	 49.500
 	PGC091413 	226.63875	-12.71709	 8.963	 51.525
 	PGC1059326	213.82021	-04.35851	 9.171	
 	PGC1063216	213.94621	-04.07589	 9.215	
 	UGC00017  	000.92973	+15.21898	 8.273	 13.000
 	UGC00099  	002.66975	+13.70984	 9.003	 23.700
 	UGC10477  	249.39452	+37.28444	 8.324	
 	PGC011367 	045.13228	-15.73618	 9.582	
 	PGC011677 	046.76916	-14.00349	 9.031	 18.300
 	PGC011744 	047.07897	-13.90297	 9.160	
 	PGC012068 	048.65928	-04.77432	 9.286	 27.600
 	PGC012130 	049.00239	-05.49928	10.076	 36.550
 	PGC012439 	049.97437	-03.59363	 9.776	 48.900
 	PGC012608 	050.46512	-15.71044	 8.808	
 	PGC012633 	050.57273	-07.09068	 9.927	 29.775
 	PGC012664 	050.72954	-11.20336	 9.693	 34.700
 	PGC012798 	051.35388	-16.23345	 9.634	 29.340
 	PGC012981 	052.38849	-15.23836	 9.327	 22.700
 	PGC013612 	055.63063	-16.00241	 8.924	
 	PGC013646 	055.73385	-12.91635	10.473	 35.308
 	PGC013684 	055.89792	-16.01445	 8.948	
 	PGC013716 	056.00435	-14.35865	10.097	 28.011
 	PGC013821 	056.65881	-16.54984	 9.578	
 	PGC014037 	058.32581	-10.44668	 9.403	
 	PGC014487 	061.80420	-17.20395	 9.079	 22.400
 	PGC014600 	062.63671	-07.16746	 9.523	 33.333
 	PGC014626 	062.83271	-16.22996	 8.847	
 	NGC4111   	181.76314	+43.06568	10.452	 15.550
 	NGC4116   	181.90365	+02.69163	 9.979	 21.171
 	NGC4117   	181.94220	+43.12638	 9.677	 20.200
 	NGC4120   	182.12903	+69.54529	 9.713	
 	NGC4123   	182.04630	+02.87835	10.294	 21.933
 	NGC4127   	182.10980	+76.80417	10.182	 32.506
 	NGC4129   	182.22169	-09.03671	10.112	 21.129
 	NGC4133   	182.20856	+74.90433	 9.764	 15.900
 	NGC4136   	182.32387	+29.92756	 9.463	  9.700
 	NGC4138   	182.37415	+43.68521	10.176	 15.567
 	NGC4141   	182.44710	+58.84915	 9.353	
 	NGC4142   	182.37572	+53.10479	 9.365	 26.050
 	NGC4144   	182.49367	+46.45736	 9.003	  6.635
 	NGC4145   	182.50716	+39.88283	10.178	 18.458
 	UGC05695  	157.44499	+13.01820	 9.681	
 	UGC05707  	157.80940	+43.13753	 9.571	 30.150
 	UGC05708  	157.80547	+04.47233	 8.997	 20.300
 	UGC05720  	158.13285	+54.40090	 9.672	 24.900
 	UGC05739  	158.58273	+13.75464	10.180	
 	UGC05740  	158.69148	+50.76851	 8.302	 11.300
 	UGC05764  	159.18245	+31.54773	 7.383	  6.900
 	UGC05765  	159.37014	+68.81964	 9.218	
 	UGC05791  	159.86205	+47.94712	 8.410	
 	UGC05798  	159.94577	+47.93212	 8.892	
 	UGC05814  	160.65885	+77.49487	 9.859	
 	UGC05829  	160.67580	+34.44885	 8.477	  8.000
 	UGC05832  	160.70183	+13.45982	 9.173	
 	UGC05833  	160.77493	+20.42230	 9.368	 23.200
 	UGC05841  	161.23318	+76.68803	 9.495	
 	UGC05844  	160.98365	+28.14733	 8.663	
 	UGC05846  	161.12295	+60.37105	 8.316	 19.300
 	UGC05897  	161.92280	+11.07720	10.202	 42.336
 	UGC05898  	161.96019	+33.72850	 8.791	
 	UGC05918  	162.40275	+65.53083	 7.569	  7.270
 	UGC05921  	162.30191	+27.92546	 8.964	
 	UGC05922  	162.25636	-00.64041	 9.258	
 	UGC05934  	162.49751	+31.90948	 9.024	
 	UGC05947  	162.62655	+19.64430	 8.801	 22.800
 	UGC05958  	162.81588	+27.84874	 9.455	 29.400
 	UGC05976  	163.01153	+55.60122	 9.024	
 	UGC05979  	163.17025	+67.98881	 8.597	 20.600
 	UGC05989  	163.13265	+19.79220	 8.933	
 	UGC05990  	163.15991	+34.48305	 9.248	
 	UGC06014  	163.42780	+09.72792	 8.474	
 	UGC06023  	163.58700	+27.23982	 9.999	 32.956
 	UGC07698  	188.22660	+31.54103	 7.909	  4.950
 	UGC07699  	188.19982	+37.62141	 9.197	 15.129
 	UGC07700  	188.14185	+63.87765	 9.693	
 	UGC07719  	188.50273	+39.01913	 8.164	  8.900
 	UGC07730  	188.52547	+64.56711	 9.264	
 	UGC07739  	188.68740	+06.30164	 8.643	 15.200
 	UGC07774  	189.09733	+40.00491	 9.074	 19.308
 	UGC07780  	189.17535	+03.10846	 8.334	
 	UGC07795  	189.43905	+07.10371	 6.436	
 	UGC07802  	189.58705	+07.89178	 9.170	 24.667
 	UGC07824  	189.95970	+01.67254	 8.760	
 	UGC07844  	190.20750	+73.71889	 9.250	 48.100
 	UGC07848  	190.23849	+63.51966	10.033	 51.700
 	UGC07906  	191.04060	+12.11446	 8.322	
 	UGC07908  	190.90962	+73.61334	 9.185	
 	UGC07911  	191.11980	+00.46808	 9.500	 23.500
 	UGC07941  	191.50261	+64.56843	 9.418	 43.243
 	UGC07943  	191.69062	+05.95541	 9.286	 20.000
 	UGC07949  	191.74920	+36.47642	      	  7.300
 	UGC07950  	191.73615	+51.61337	 8.479	  8.900
 	UGC07982  	192.45920	+02.85298	 9.651	 19.600
 	UGC07991  	192.66268	+01.46423	 9.607	 29.917
 	UGC08040  	193.68152	+58.77668	 9.957	
 	UGC08041  	193.80265	+00.11678	 9.430	 16.300
 	UGC08042  	193.79295	+07.91795	 9.323	
 	UGC08048  	193.91205	-00.26485	 7.749	 12.375
 	UGC08052  	193.72067	+73.17868	 9.529	
 	UGC08053  	193.95469	+04.01398	 8.755	 20.200
 	UGC08056  	194.08274	+10.18873	 9.239	
 	PGC011248 	044.60085	-04.29555	 9.804	
 	NGC4222   	184.09394	+13.30696	 9.886	 25.012
 	NGC4224   	184.14080	+07.46208	10.911	 41.920
 	NGC4234   	184.28815	+03.68311	10.071	 32.900
 	NGC4235   	184.29123	+07.19160	10.504	 24.967
 	NGC4236   	184.17525	+69.46257	      	  4.261
 	NGC4237   	184.29763	+15.32410	10.364	 22.173
 	NGC4238   	184.23275	+63.40993	 9.873	
 	NGC4242   	184.37576	+45.61928	 9.313	  7.903
 	NGC4244   	184.37282	+37.80729	 9.120	  4.101
 	NGC4245   	184.40329	+29.60800	 9.801	  9.700
 	NGC4248   	184.46028	+47.40908	 8.814	  7.300
 	NGC4250   	184.35930	+70.80256	10.450	
 	NGC2710   	134.95144	+55.70636	10.328	 50.400
 	NGC2712   	134.87702	+44.91395	10.430	 31.167
 	NGC2715   	137.02597	+78.08536	10.336	 21.911
 	NGC2726   	136.23664	+59.93297	 9.933	 24.000
 	NGC2731   	135.53532	+08.30170	10.184	 41.000
 	NGC2732   	138.35338	+79.18727	10.381	 27.500
 	NGC2735   	135.66108	+25.93449	10.569	 47.300
 	NGC2742   	136.88978	+60.47945	10.413	 23.800
 	NGC2743   	136.22535	+25.00390	10.090	
 	NGC2748   	138.42939	+76.47524	10.310	 21.609
 	ESO440-037	179.82118	-28.90486	 9.753	
 	ESO440-044	180.69374	-29.09284	 8.645	 11.400
 	ESO440-046	181.17165	-28.11641	 9.098	 15.433
 	ESO440-049	181.39181	-31.42358	 9.430	
 	ESO441-011	182.35500	-28.80130	 8.820	 30.770
 	ESO441-014	182.55813	-30.07987	 9.264	
 	ESO441-017	182.78278	-31.12665	 9.877	 34.900
 	ESO442-013	189.30618	-28.49352	 9.437	 24.560
 	ESO443-021	194.94129	-29.59998	10.375	 47.450
 	ESO443-042	195.87400	-29.82870	10.363	 38.567
 	ESO443-069	196.72104	-28.55738	10.102	 34.800
 	ESO443-079	197.59498	-27.97630	 8.696	 25.391
 	ESO443-080	197.79023	-28.01012	 9.387	 36.814
 	ESO443-085	198.80851	-32.25393	 9.150	 23.100
 	ESO444-033	201.51876	-32.12903	 9.164	 31.450
 	ESO444-037	201.75360	-30.07641	 9.137	 34.800
 	ESO444-078	204.12840	-29.23536	      	  5.275
 	ESO445-089	210.26698	-30.32715	10.093	 36.300
 	ESO462-031	307.96758	-30.79851	 9.795	
 	ESO466-014	328.59537	-31.96912	 9.916	 47.740
 	ESO466-036	330.33522	-31.52962	10.149	 50.100
 	ESO467-051	335.82165	-28.98088	 8.755	 19.650
 	ESO469-008	345.95844	-28.74399	 8.743	
 	ESO469-015	347.23175	-30.85807	 9.579	 27.455
 	ESO471-006	355.93785	-31.95930	 8.049	  5.885
 	ESO476-010	021.67604	-25.31496	 8.533	 21.829
 	ESO477-016	029.06656	-22.90098	 9.616	 36.763
 	ESO479-004	036.58979	-24.29105	 9.575	 19.400
 	ESO479-025	040.53108	-24.13071	 9.221	
 	NGC4369   	186.15083	+39.38295	10.228	 21.600
 	NGC4370   	186.22889	+07.44446	10.459	 31.700
 	NGC4371   	186.23104	+11.70425	10.508	 16.800
 	NGC4374   	186.26566	+12.88695	11.115	 16.838
 	NGC4376   	186.32520	+05.74111	 9.176	
 	NGC4378   	186.32550	+04.92514	10.750	 27.750
 	NGC4380   	186.34242	+10.01682	10.321	 20.071
 	NGC4383   	186.35633	+16.47004	 9.964	 19.950
 	NGC4384   	186.29987	+54.50634	10.016	 36.600
 	NGC4385   	186.42838	+00.57268	10.216	 33.500
 	NGC4388   	186.44490	+12.66209	10.462	 21.369
 	NGC4389   	186.39541	+45.68503	 9.844	 15.050
 	NGC4390   	186.46114	+10.45911	 9.780	 25.340
 	NGC4393   	186.46374	+27.56097	 8.896	 10.600
 	NGC4394   	186.48184	+18.21395	10.440	 16.800
 	NGC4395   	186.45360	+33.54686	 8.892	  4.491
 	NGC4396   	186.49516	+15.67162	      	
 	NGC4402   	186.53118	+13.11251	10.225	 16.717
 	NGC4405   	186.52975	+16.18105	10.239	
 	NGC4406   	186.54895	+12.94617	      	 16.197
 	NGC4409   	186.74355	+02.49457	 9.858	 19.125
 	NGC4411A  	186.62459	+08.87220	 9.245	 16.800
 	NGC4411B  	186.69682	+08.88460	 9.457	 16.800
 	NGC4412   	186.65036	+03.96470	10.382	 35.600
 	NGC4413   	186.63450	+12.61161	 9.745	 16.675
 	NGC4414   	186.61303	+31.22345	10.883	 18.312
 	NGC4416   	186.69473	+07.91856	 9.747	
 	NGC4419   	186.73524	+15.04743	10.457	 17.140
 	NGC4423   	186.78710	+05.87960	 9.325	 20.950
 	NGC5566   	215.08293	+03.93374	10.873	 23.333
 	NGC5569   	215.13369	+03.98321	 9.006	 17.400
 	NGC5574   	215.23324	+03.23800	10.146	 23.950
 	NGC5576   	215.26535	+03.27091	10.770	 23.930
 	NGC5577   	215.30461	+03.43580	 9.931	 22.985
 	NGC5584   	215.59907	-00.38768	10.248	 26.736
 	NGC5585   	214.95043	+56.72940	 9.318	  8.651
 	NGC5587   	215.54464	+13.91803	10.292	
 	NGC5595   	216.05517	-16.72305	10.572	 36.160
 	NGC5597   	216.11427	-16.76288	10.596	 38.600
 	NGC5600   	215.95635	+14.63876	11.299	 87.840
 	NGC5602   	215.57839	+50.50137	10.337	
 	NGC5604   	216.17832	-03.21220	10.487	 41.800
 	NGC5608   	215.82285	+41.77600	 9.291	 15.200
 	NGC5624   	216.64680	+51.58553	 9.551	
 	NGC5630   	216.90234	+41.25776	 9.822	 33.217
 	NGC5631   	216.63872	+56.58262	10.799	 29.775
 	NGC5633   	216.86823	+46.14651	10.538	 40.037
 	UGC04800  	137.33099	+54.91184	 9.785	 45.100
 	UGC04824  	137.89078	+51.25432	 9.682	 32.333
 	UGC04834  	137.96202	+34.96356	 8.932	
 	UGC04837  	138.03960	+35.53160	 9.177	 28.900
 	UGC04841  	138.69889	+74.23240	 9.769	 27.300
 	UGC04845  	138.10780	+09.95541	 9.759	 41.300
 	UGC04867  	138.67967	+40.87993	 9.455	
 	UGC04871  	138.73392	+39.26273	 9.068	
 	ESO157-049	069.90369	-53.01257	 9.807	 24.322
 	ESO159-025	085.77587	-52.70614	 8.135	 11.800
 	ESO187-035	314.23324	-55.72053	 8.670	 26.200
 	ESO187-051	316.88834	-54.95037	 8.517	 16.800
 	ESO202-035	068.06868	-49.67589	 9.802	 23.829
 	ESO202-041	069.23617	-52.17518	 8.322	 16.967
 	ESO234-043	308.05724	-48.53057	 9.122	 26.950
 	ESO234-049	308.82525	-49.86563	 9.909	
 	ESO236-039	326.31102	-49.00864	 8.462	
 	ESO237-049	334.01247	-47.66214	 9.367	 34.764
 	ESO237-052	334.44754	-49.25970	 9.506	 36.460
 	ESO238-018	338.93320	-50.89100	 9.517	
 	ESO240-004	351.97143	-51.13191	 8.488	 22.520
 	ESO240-011	354.45588	-47.72733	10.933	 41.388
 	ESO245-005	026.26605	-43.59854	 8.034	  4.193
 	ESO245-007	027.77482	-44.44464	 5.937	  0.415
 	ESO248-002	046.27623	-45.96182	 9.265	 19.867
 	ESO249-008	054.32872	-43.58639	 8.724	
 	ESO249-026	058.55370	-43.75734	 7.771	
 	ESO249-027	058.62285	-44.75316	 8.434	
 	ESO249-035	059.73779	-45.85919	 8.091	 22.938
 	ESO249-036	059.81550	-45.87331	 8.521	  9.400
 	ESO285-048	311.16716	-45.97845	 9.831	 33.142
 	ESO286-044	316.41101	-42.78128	 9.699	
 	ESO287-009	320.31804	-46.15269	 9.883	 44.111
 	ESO287-037	323.63116	-44.31399	 9.693	
 	ESO287-043	324.55062	-43.93412	 9.520	 30.583
 	ESO288-013	327.94360	-43.12368	 9.505	
 	ESO289-010	334.18039	-47.11870	 9.576	 38.667
 	UGC09760  	228.00954	+01.69827	 8.610	 23.975
 	UGC09815  	229.81264	+44.91631	 9.200	
 	UGC09816  	229.69997	+59.46250	 8.558	
 	UGC09837  	230.96533	+58.05292	 9.941	 41.200
 	UGC09845  	231.52285	+09.20436	 8.899	 42.850
 	UGC09856  	231.62640	+41.28973	 9.277	 33.267
 	UGC09858  	231.67281	+40.56470	10.333	 39.191
 	UGC09875  	232.69704	+23.06614	 9.595	
 	UGC09936  	234.18747	+44.23696	 9.297	 40.700
 	UGC09951  	234.83359	+15.38442	 8.832	
 	UGC09977  	235.49839	+00.71337	 9.792	 28.938
 	UGC09979  	235.58116	+00.47461	 8.813	 31.000
 	UGC09991  	235.84991	+14.43591	 9.073	
 	UGC09992  	235.45098	+67.25383	 8.196	 11.200
 	UGC10014  	236.43318	+12.50961	 9.076	 29.800
 	UGC10020  	236.43552	+20.56042	 9.728	 33.400
 	UGC10025  	236.60114	+02.84415	 8.396	 37.425
 	UGC10041  	237.25525	+05.18840	 9.645	 34.700
 	UGC10043  	237.17182	+21.86937	10.362	 48.937
 	UGC10054  	235.98204	+81.80968	 9.389	 25.600
 	UGC10061  	237.81270	+16.32950	 9.104	 33.200
 	UGC10194  	241.01738	+63.71261	 8.583	 25.900
 	UGC10288  	243.60354	-00.20758	10.308	 30.773
 	UGC10290  	243.63743	+00.82175	 9.504	 30.800
 	UGC10297  	243.87022	+18.90499	 9.641	 38.786
 	UGC10310  	244.07449	+47.04523	 8.841	 15.800
 	UGC10413  	247.36313	+21.33664	 9.797	 43.933
 	UGC10437  	247.78162	+43.34843	 9.530	
 	UGC10445  	248.44834	+28.98482	 9.618	 28.700
 	PGC065367 	311.71502	-12.84661	 6.689	  2.054
 	UGC06080  	165.16650	+61.32090	 9.114	 34.283
 	UGC06083  	165.09904	+16.69228	 9.251	 34.367
 	UGC06104  	165.46237	+16.60706	 9.737	 49.650
 	UGC06112  	165.64725	+16.73485	 8.996	 20.500
 	UGC06145  	166.39499	-01.86400	 7.685	
 	UGC06151  	166.48412	+19.82649	 8.857	 24.300
 	UGC06157  	166.60496	+17.50796	 9.618	 43.000
 	UGC06162  	166.72812	+51.20338	 9.821	 34.033
 	UGC06169  	166.76424	+12.06031	 9.400	
 	UGC06171  	166.79145	+18.56943	 8.792	 23.000
 	UGC06181  	166.94432	+19.54848	 8.562	
 	UGC06194  	167.25223	+22.92977	 9.671	
 	UGC06249  	168.33660	+59.90870	 9.063	
 	UGC06271  	168.65514	+30.31436	 9.652	
 	UGC06296  	169.21302	+17.79872	 9.662	 24.400
 	UGC06307  	169.41782	+38.05287	 9.430	
 	UGC06309  	169.44340	+51.47674	10.404	 48.600
 	UGC06320  	169.57190	+18.84719	 9.424	 22.600
 	NGC4252   	184.62892	+05.55951	 8.618	
 	NGC4254   	184.70683	+14.41642	10.743	 15.425
 	NGC4256   	184.67947	+65.89824	10.974	 39.100
 	NGC4258   	184.73957	+47.30398	10.672	  7.444
 	NGC4260   	184.84269	+06.09868	10.872	 38.317
 	NGC4262   	184.87746	+14.87767	10.377	 20.510
 	NGC4267   	184.93874	+12.79827	10.456	 16.730
 	NGC4268   	184.94671	+05.28373	10.245	 29.600
 	NGC4273   	184.98355	+05.34333	10.652	 35.189
 	NGC4274   	184.96079	+29.61480	10.759	 16.833
 	NGC4276   	185.03113	+07.69191	10.089	
 	NGC4278   	185.02846	+29.28072	10.714	 15.831
 	NGC4283   	185.08654	+29.31090	 9.919	 15.700
 	NGC4286   	185.17539	+29.34590	 8.917	
 	NGC4287   	185.20210	+05.63983	 9.530	
 	NGC4288   	185.15884	+46.29180	 9.294	 14.833
 	NGC4561   	189.03375	+19.32288	 9.065	 12.300
 	ESO544-030	033.73860	-20.21175	 9.260	 16.117
 	ESO545-002	034.81334	-18.93247	 9.024	 21.383
 	ESO545-003	034.87187	-21.43541	 8.535	 19.417
 	ESO545-005	035.02541	-19.75073	 9.910	 31.157
 	ESO545-016	036.49725	-21.42161	 8.892	 18.400
 	ESO546-034	044.65452	-18.69820	 8.464	
 	ESO547-005	045.89550	-18.36709	 8.664	
 	ESO547-012	047.40400	-17.83140	 8.639	 35.975
 	ESO547-020	048.23998	-17.92978	 8.997	
 	ESO548-005	050.94581	-19.75437	 9.219	 21.900
 	ESO548-009	051.15870	-19.29780	 9.185	 91.900
 	ESO548-016	051.51000	-21.34065	 9.185	
 	ESO548-021	051.89851	-21.22791	 9.050	 21.180
 	ESO548-023	052.06051	-17.41990	 9.031	 21.900
 	ESO548-025	052.25277	-22.14669	 9.023	
 	ESO548-032	053.08019	-17.71875	 9.178	 33.333
 	ESO548-063	054.89446	-20.01521	 9.097	 25.120
 	ESO548-082	055.68109	-17.50732	 8.530	
 	ESO549-002	055.73928	-19.02077	 8.375	
 	ESO549-018	057.05856	-21.47440	10.154	 31.044
 	ESO549-035	058.76650	-20.38324	 8.673	
 	ESO550-005	061.49949	-17.77391	 8.767	 22.767
 	ESO550-024	065.30700	-21.84583	 9.308	 13.612
 	ESO551-016	068.91890	-21.98823	 8.758	 18.967
 	ESO551-031	070.61985	-21.69146	 9.014	 23.500
 	ESO553-017	077.79989	-19.61280	 8.898	 38.200
 	ESO567-048	154.92461	-17.75025	 7.974	
 	ESO569-014	162.85029	-19.89066	 9.767	 26.542
 	ESO570-019	170.05040	-21.47056	 8.959	
 	ESO572-012	178.48805	-20.13778	 9.044	 18.450
 	UGC07249  	183.65629	+12.81291	 8.594	 23.725
 	UGC07257  	183.76216	+35.95904	 8.816	 16.300
 	UGC07267  	183.84867	+51.34962	10.060	 78.820
 	UGC07271  	183.88912	+43.43504	 8.008	  7.500
 	UGC07300  	184.18080	+28.73067	 7.939	  9.700
 	UGC07301  	184.17591	+46.07895	 8.676	 21.467
 	UGC07321  	184.39128	+22.54024	 9.188	 14.980
 	UGC07332  	184.48423	+00.43561	 8.686	 17.600
 	UGC07387  	185.07256	+04.20164	10.059	 47.157
 	UGC07394  	185.11529	+01.46978	 9.279	 32.150
 	UGC07396  	185.14067	+00.78826	 9.262	
 	UGC07408  	185.31329	+45.81209	 8.287	  6.700
 	UGC07490  	186.10316	+70.33412	 8.822	 11.100
 	UGC07522  	186.49380	+03.42964	10.393	 42.925
 	UGC07534  	186.53418	+58.32280	 8.528	 15.000
 	UGC07557  	186.79710	+07.26304	 9.921	 16.800
 	UGC07559  	186.77327	+37.14248	 7.784	  4.330
 	UGC07577  	186.92370	+43.49405	 7.917	  2.967
 	UGC07579  	186.98089	+05.72120	 9.516	
 	UGC07590  	187.07827	+08.72957	 9.426	 31.100
 	UGC07596  	187.14159	+08.64001	 8.195	
 	UGC07599  	187.11705	+37.23484	 7.566	  5.200
 	UGC07605  	187.16130	+35.71759	 7.535	  4.317
 	UGC07608  	187.18680	+43.22476	 7.897	  7.600
 	UGC07612  	187.25954	+02.72184	 8.992	 24.250
 	UGC07639  	187.47256	+47.53052	 8.303	  6.967
 	UGC07673  	187.99290	+29.70949	 8.039	  9.700
 	UGC07690  	188.11232	+42.70405	 8.457	  7.500
 	PGC002689 	011.51569	-11.50647	 8.919	 20.200
 	ESO601-031	333.41550	-21.73362	 8.985	
 	ESO602-003	334.20976	-21.24985	 9.012	 33.300
 	ESO602-015	335.71045	-20.35021	 8.758	 37.067
 	ESO602-030	339.21266	-19.80699	 9.463	
 	ESO603-031	344.36014	-17.88555	 9.373	
 	ESO605-015	354.15090	-21.86164	 8.406	 21.617
 	IC0051    	011.60087	-13.44221	 9.726	
 	IC0101    	021.03572	+09.93038	 9.762	 44.400
 	IC0163    	027.31174	+20.71103	 9.877	 29.211
 	PGC014768 	064.05253	-16.75021	 9.139	
 	PGC015214 	067.18784	-12.50990	 8.705	
 	PGC015625 	069.10293	-09.51333	 8.985	
 	PGC015869 	070.73880	-08.09089	 9.452	 31.400
 	PGC016090 	072.35040	-12.74751	 8.889	
 	PGC016389 	074.24137	-42.80136	 7.270	
 	PGC016784 	076.94530	-16.29389	 9.457	 24.900
 	PGC024469 	130.70088	+14.26520	 9.404	
 	PGC027616 	145.12915	-08.94360	 9.580	
 	UGC08067  	194.30057	-01.70675	10.241	 47.264
 	PGC027810 	145.82455	-09.94573	10.408	 60.600
 	PGC027825 	145.86915	-05.36538	 9.244	
 	PGC027833 	145.90091	-05.91253	 9.730	 28.800
 	PGC028308 	147.55814	-12.05747	10.811	 75.100
 	PGC028380 	147.84192	-12.62355	 9.582	
 	PGC029086 	150.65057	-06.01260	 8.347	 10.220
A	PGC029300 	151.42333	-07.98152	 9.190	 11.300
 	PGC029466 	151.98800	+13.22728	 8.870	 49.467
 	PGC029653 	152.75432	-04.69262	 7.587	  1.435
 	PGC030591 	156.36023	-15.34909	10.213	 60.275
 	PGC031979 	160.90096	-09.85622	 9.471	 30.200
 	PGC032091 	161.29518	-10.06444	 9.693	
 	PGC032548 	162.84627	-10.13343	 9.537	 49.567
 	PGC035271 	171.93209	-04.92509	 7.959	
 	PGC035684 	173.37020	+49.23671	 7.384	  3.936
 	PGC035705 	173.43871	-03.43676	 8.875	
 	PGC036217 	175.14424	-10.08590	 9.781	 27.300
 	PGC036274 	175.34505	-06.47948	 9.644	 27.300
 	PGC036551 	176.14754	-03.80102	 9.107	
 	PGC036643 	176.35900	-10.10289	 9.556	 27.200
 	PGC037238 	178.24880	-04.42651	 9.008	
 	PGC037373 	178.70651	-16.86404	 9.402	 27.500
 	PGC038250 	181.24621	+58.10733	 9.392	
 	PGC039317 	184.11844	-11.52811	 8.494	 20.600
 	PGC039799 	185.08845	+00.36679	 7.986	
 	PGC040408 	186.16389	+03.99562	 8.946	
 	PGC040447 	186.22375	+61.06375	 8.328	
 	PGC040552 	186.39502	+45.43169	10.209	 94.100
 	PGC041725 	188.40393	-04.88421	 8.850	 24.000
 	UGC08639  	204.74939	+51.43479	 9.192	 29.400
 	NGC0244   	011.44343	-15.59657	 8.798	 11.600
 	NGC0247   	011.78530	-20.76018	 9.519	  3.587
